model,row_id,Subject,deleted_position,term,dfbetas,abs_dfbetas
left_main,390,111312,41,c_left_hpc_vs,-0.05486242345311949,0.05486242345311949
left_main,391,151728,42,c_ICV,0.017007230548199807,0.017007230548199807
left_main,391,151728,42,c_left_hpc_vs,-0.026891300266125306,0.026891300266125306
left_main,392,127630,43,c_ICV,0.023915457690664325,0.023915457690664325
left_main,392,127630,43,c_left_hpc_vs,0.0607187760303271,0.0607187760303271
left_main,394,158540,44,c_ICV,-0.017086884169726733,0.017086884169726733
left_main,394,158540,44,c_left_hpc_vs,0.0984138357557195,0.0984138357557195
left_main,395,181232,45,c_ICV,0.016293115018812632,0.016293115018812632
left_main,395,181232,45,c_left_hpc_vs,-0.06007743784870002,0.06007743784870002
left_main,396,135225,46,c_ICV,-0.03274107697217032,0.03274107697217032
left_main,396,135225,46,c_left_hpc_vs,-0.04365172158943285,0.04365172158943285
left_main,397,179245,47,c_ICV,-0.036002609153234284,0.036002609153234284
left_main,397,179245,47,c_left_hpc_vs,-0.05060314120375191,0.05060314120375191
left_main,398,540436,48,c_ICV,-0.006230463898940391,0.006230463898940391
left_main,398,540436,48,c_left_hpc_vs,-0.06323671268474551,0.06323671268474551
left_main,399,169444,49,c_ICV,-0.0023048259472320384,0.0023048259472320384
left_main,399,169444,49,c_left_hpc_vs,0.01662667312917944,0.01662667312917944
left_main,400,150625,50,c_ICV,-0.09727162865720923,0.09727162865720923
left_main,400,150625,50,c_left_hpc_vs,0.07775429282634536,0.07775429282634536
left_main,401,147030,51,c_ICV,-0.0021491081086606723,0.0021491081086606723
left_main,401,147030,51,c_left_hpc_vs,-0.012658155206376117,0.012658155206376117
left_main,402,339847,52,c_ICV,-0.011541504921722468,0.011541504921722468
left_main,402,339847,52,c_left_hpc_vs,0.08786889149215571,0.08786889149215571
left_main,403,195950,53,c_ICV,0.035369415835462936,0.035369415835462936
left_main,403,195950,53,c_left_hpc_vs,0.09143549615888123,0.09143549615888123
